,Prostatic Neoplasms,Stomach Neoplasms,Urinary Bladder Neoplasms,Breast Neoplasms,Thyroid Neoplasms,Pancreatic Neoplasms,Ovarian Neoplasms,Astrocytoma,"Carcinoma, Pancreatic Ductal","Carcinoma, Non-Small-Cell Lung",Uterine Cervical Neoplasms,"Carcinoma, Hepatocellular","Pleural Effusion, Malignant",Colorectal Neoplasms,Multiple Myeloma,Neurodegenerative Diseases,Glioma,"Carcinoma, Renal Cell",Testicular Germ Cell Tumor,Lymphoma,Myeloproliferative Disorders,"Leukemia, Lymphocytic, Chronic, B-Cell",Seizures,Esophageal Neoplasms,Beckwith-Wiedemann Syndrome,DiGeorge Syndrome,Huntington Disease,Glioblastoma,"Multiple Sclerosis, Relapsing-Remitting",Osteosarcoma,Esophageal Squamous Cell Carcinoma,Hepatoblastoma,Ovarian epithelial cancer,Pheochromocytoma,"Carcinoma, Squamous Cell",Lung Neoplasms,Pituitary Neoplasms,"Carcinoma, Islet Cell",Neuroblastoma,Colonic Neoplasms,Gallbladder Neoplasms,Meningioma,"Thyroid cancer, papillary","Leukemia, Myelogenous, Chronic, BCR-ABL Positive","Leukemia, Myeloid, Acute",Leukemia,Endometrial Neoplasms,"Leukemia, T-Cell",Pseudohypoaldosteronism,Diabetes Mellitus,Medulloblastoma,Hyperprolactinemia,Neoplasms,Choriocarcinoma,Laryngeal Neoplasms,"Neoplasms, Germ Cell and Embryonal",Coronary Artery Disease,Liver Neoplasms,Trophoblastic Neoplasms,"Arthritis, Rheumatoid",Nasopharyngeal Neoplasms,"Leukemia, Promyelocytic, Acute",Burkitt Lymphoma,Peripheral Nervous System Diseases,Alzheimer Disease,Prader-Willi Syndrome,Autistic Disorder,Melanoma,"Carcinoma, Basal Cell",Testicular Neoplasms,"Neoplasms, Squamous Cell",Schizophrenia,Myocardial Infarction,Acquired Immunodeficiency Syndrome,Psoriasis,"Diabetes Mellitus, Type 2",Obesity,Fibroma,Triple Negative Breast Neoplasms,Kidney Neoplasms,Fibrosarcoma,"Sarcoma, Endometrial Stromal","Aging, Premature",Fragile X Syndrome,Silver-Russell Syndrome,"Intracranial Hemorrhage, Hypertensive","Stroke, Lacunar",Glaucoma,Intracranial Aneurysm,Cardiovascular Diseases,Carotid Stenosis,Atherosclerosis,Endometriosis,"Neurofibroma, Plexiform",Neurofibromatoses,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Ependymoma,Small Cell Lung Carcinoma,"Carcinoma, squamous cell of head and neck","Lymphoma, B-Cell",Gastrointestinal Stromal Tumors,Parkinson Disease,Dermatomyositis,Leishmaniasis,Polymyositis,Periodontitis,"Aortic Aneurysm, Abdominal",Aortic Aneurysm,Coronary Disease,Stroke,Nervous System Neoplasms,Peripheral Arterial Disease,Bone Diseases,Down Syndrome,"Telangiectasia, Hereditary Hemorrhagic",Autoimmune Diseases,"Lupus Erythematosus, Systemic",Adrenocortical Carcinoma,Hydatidiform Mole,Congenital Hyperinsulinism,Gestational Trophoblastic Disease,Hyperhomocysteinemia,Infertility,Marek Disease,Mullerian aplasia,Polycythemia Vera,Neural Tube Defects,Pre-Eclampsia,Wilms Tumor,Gastrointestinal Neoplasms,Uterine Neoplasms,Substance-Related Disorders,Myelodysplastic Syndromes,Amyotrophic Lateral Sclerosis,Frontotemporal Lobar Degeneration,"Intrauterine Growth Retardation, Metaphyseal Dysplasia, Adrenal Hypoplasia Congenita, And Genital Anomalies",Cleft Lip,Diabetic Nephropathies,Hodgkin Disease,Plasmacytoma,Angelman Syndrome,Klinefelter Syndrome,"Carcinoma, Ductal","Osteoporosis, Postmenopausal","Glomerulonephritis, Membranous",Diabetic Cardiomyopathies,Vulvar Neoplasms,Kidney Diseases,"Purpura, Thrombocytopenic",Liver Diseases,"Renal Insufficiency, Chronic","Colitis, Ulcerative","Digestive System Neoplasms, Gastrointestinal Neoplasms",Uveal melanoma,Hemangioma,Pneumoconiosis,Retinal Degeneration,"Leukemia, B-Cell",Asthma,Hypertension,"Hypertension, Pulmonary",Heart Failure,"Lymphoma, Large B-Cell, Diffuse",Temporomandibular Joint Disorders,"Vitreoretinopathy, Proliferative",Diabetic Retinopathy,Retinoblastoma,"Heart Defects, Congenital",Multiple Sclerosis,"Cardiomyopathy, Dilated",Metabolic Syndrome X,Cardiomegaly,Asthenozoospermia,Liver Cirrhosis,Intervertebral Disc Degeneration,Head and Neck Neoplasms,"Anemia, Aplastic",Hematologic Neoplasms,"Carcinoma, Embryonal",Exfoliation Syndrome,Congenital Microtia,HIV Infections,Osteoarthritis,Hirschsprung Disease,Hyperglycemia,Brain Neoplasms,Mesothelioma,Primary Myelofibrosis,"Lymphoma, Mantle-Cell","Glaucoma, Open-Angle"
hsa-let-7i,1.2209517,1.456087,1.0002226,1.5219836,0.8124002,1.0939808,1.2034725,0.9717567,0.0471516,1.2317124,0.8698539,1.6239481,0.0893941,1.4141662,0.6605188,1.3785234,0.9814704,1.170357,0.0997611,0.9084858,1.0764662,0.7751759,0.1129964,1.0802297,0.1168499,0.1168499,0.9733892,1.2766307,0.120938,0.7441835,0.120938,1.2999133,0.1251046,1.855337,1.1421879,1.4312964,0.3537328,0.1564501,0.8823118,1.1209734,0.1717722,1.5026719,0.1744456,1.3119808,1.1154699,0.8309376,0.9510813,0.2065662,0.2065662,1.3662262,1.1259388,0.2191285,1.3950796,1.4237059,1.0988977,0.3357094,0.9048928,1.0311225,0.2315391,0.9365487,0.8372222,0.6297308,0.3829409,0.2340233,1.013741,0.2340233,1.0706786,1.4956966,0.6437944,1.2939463,1.0001764,0.9939124,1.0947574,0.5537179,1.0361503,1.2339921,1.133184,0.2396532,0.2396532,1.2445701,0.3559155,0.2431257,1.8373118,2.1502335,0.2490987,0.2490987,0.2490987,0.2490987,2.3054346,1.7839538,0.3020399,0.8791469,1.1736758,0.3037556,0.3037556,0.8119352,1.5623529,2.3618084,0.3074333,0.8029481,0.3074333,1.162121,0.3074333,0.3074333,0.3074333,1.2388208,0.3074333,0.3074333,0.3074333,1.3637179,0.3094102,0.3094102,0.3094102,2.3919837,0.3260769,2.3829648,0.7621467,1.3007256,0.3305778,0.3305778,0.3305778,0.3305778,0.3305778,1.1733369,0.3305778,1.3220304,0.3305778,1.1272011,0.3305778,1.1148175,0.3324646,0.3324646,0.8125678,2.3111534,0.3348272,0.3348272,0.3348272,1.1553086,0.7386356,0.3348272,0.3348272,0.3348272,0.3348272,0.3348272,0.3348272,0.3348272,0.3348272,1.1818253,0.3378575,1.422306,0.3399408,1.0021149,0.3399408,0.3399408,2.337356,0.3416357,1.4113076,0.5301131,1.4365553,1.3756908,0.3488565,1.6659183,1.2718308,0.3488565,0.3488565,2.4053386,0.9095791,1.7196826,1.3736743,1.2920992,0.3578479,1.1321953,0.3578479,0.9684178,0.3578479,1.3588198,0.3578479,0.4909462,2.3905204,0.3593185,0.3593185,1.1504527,1.4110879,0.3810127,2.3678736,1.6911073,1.0312453,0.3845944,0.5473081,0.3845944
hsa-mir-135a,1.0567854,1.3564866,0.8864292,1.4162497,0.7090621,0.9367351,1.0593817,0.9152371,0.0747127,1.1420709,0.8175399,1.5420934,0.1169551,1.3685634,0.6319656,1.3034177,1.0056589,1.1297571,0.1494726,0.9099621,1.0089341,0.7574165,0.1697534,0.9916631,0.1697534,0.1697534,0.8857295,1.2674286,0.1922868,0.7471557,0.1922868,1.2356321,0.1964534,1.8229626,1.0990026,1.3817418,0.3529797,0.2198436,0.8880711,1.0258485,0.2198436,1.4321547,0.2225169,1.2943975,1.0114519,0.814909,0.8480938,0.2242939,0.2242939,1.2627365,1.086018,0.23883,1.3237767,1.3126716,1.0319013,0.3807306,0.8526186,0.920205,0.2495565,0.8734797,0.7465257,0.5990805,0.384525,0.2495565,0.9374877,0.2495565,0.9995562,1.3727331,0.6323544,1.2447063,0.9538155,0.940734,1.0224486,0.533493,0.9458847,1.1073978,1.042704,0.2547801,0.2547801,1.1189376,0.3893157,0.2547801,1.7405406,2.0728501,0.2607532,0.2607532,0.2607532,0.2607532,2.2304524,1.6737852,0.3136944,0.8213799,1.0843179,0.3154101,0.3154101,0.766347,1.4743972,2.2868261,0.3190877,0.757979,0.3190877,1.1016429,0.3321015,0.3321015,0.3321015,1.2222705,0.3340623,0.3340623,0.3340623,1.2595152,0.3340623,0.3340623,0.3340623,2.3301754,0.3507289,2.3196013,0.7318231,1.2139585,0.3552298,0.3552298,0.3552298,0.3552298,0.3552298,1.1038534,0.3567004,1.2551542,0.358171,1.0627945,0.358171,1.0175398,0.358171,0.358171,0.7837882,2.250008,0.3605336,0.3605336,0.3605336,1.0678517,0.7223264,0.3605336,0.3605336,0.3605336,0.3605336,0.3605336,0.3605336,0.3605336,0.3605336,1.0745198,0.3605336,1.2940262,0.3605336,0.9333602,0.3605336,0.3605336,2.2727062,0.3622285,1.3159119,0.5263482,1.3379304,1.2538848,0.3669537,1.6067267,1.1747843,0.3688775,0.3688775,2.3392278,0.8783199,1.644444,1.2544128,1.1816181,0.375741,1.0528677,0.375741,0.9150102,0.375741,1.2839571,0.375741,0.4940154,2.3224158,0.3772116,0.3772116,1.066311,1.2673629,0.3772116,2.2783763,1.5844119,0.9475665,0.3807933,0.5273934,0.3807933
hsa-mir-320d,0.5403717,0.7239168,0.4241115,0.8048821,0.3209719,0.4594792,0.5416762,0.3845065,0.0132133,0.5208178,0.3443197,0.8707472,0.0387251,0.6807788,0.2668697,0.5987366,0.4579235,0.5278706,0.0387251,0.3699611,0.4012361,0.3115304,0.0387251,0.4258412,0.0387251,0.0387251,0.3406094,0.5809265,0.0387251,0.2911661,0.0387251,0.508346,0.0387251,1.0048148,0.4686344,0.6301736,0.1023407,0.0387251,0.355175,0.4218551,0.0387251,0.6252011,0.0387251,0.5454926,0.4155695,0.3011777,0.3228938,0.0387251,0.0387251,0.5002811,0.4444559,0.0387251,0.552185,0.5251661,0.3857381,0.1309175,0.3008321,0.3292532,0.0387251,0.3148325,0.2577446,0.1887614,0.0942344,0.0387251,0.3499901,0.0387251,0.3885857,0.6111701,0.2371625,0.5014358,0.3600188,0.3572315,0.3894029,0.1617452,0.3321107,0.4184198,0.3806162,0.0387251,0.0387251,0.4297751,0.1301849,0.0387251,0.8822159,1.2433614,0.0446982,0.0446982,0.0446982,0.0446982,1.4295756,0.7539825,0.046659,0.2685117,0.4113075,0.046659,0.046659,0.2435646,0.6192399,1.4313664,0.0484498,0.241732,0.0484498,0.385021,0.0484498,0.0484498,0.0484498,0.464734,0.0484498,0.0484498,0.0484498,0.4580848,0.0484498,0.0484498,0.0484498,1.4628867,0.0651165,1.4509797,0.226482,0.4602084,0.0681468,0.0681468,0.0681468,0.0681468,0.0681468,0.390264,0.0681468,0.4631361,0.0681468,0.3968106,0.0681468,0.362112,0.0681468,0.0681468,0.2516748,1.3554439,0.0705094,0.0705094,0.0705094,0.3743242,0.2254912,0.0705094,0.0705094,0.0705094,0.0705094,0.0705094,0.0705094,0.0705094,0.0705094,0.3821191,0.0705094,0.4924537,0.0705094,0.3095539,0.0705094,0.0705094,1.3951269,0.0722043,0.491373,0.1417725,0.5104737,0.4712499,0.0722043,0.7236567,0.4194,0.0722043,0.0722043,1.4588938,0.2981557,0.7105303,0.4736512,0.4180969,0.0745669,0.3693727,0.0745669,0.2994355,0.0745669,0.5074651,0.0745669,0.1259164,1.4335066,0.0760375,0.0760375,0.3732949,0.4681828,0.0760375,1.3683306,0.6641112,0.3189243,0.0777324,0.1448229,0.0777324
hsa-mir-16,1.5804369,1.9012729,1.3683984,1.964484,1.0687428,1.4278225,1.5694622,1.385011,0.1021186,1.6384201,1.2640853,2.1246324,0.1500576,1.9023575,1.0129975,1.8463407,1.4398331,1.5933604,0.1877026,1.3499377,1.5136791,1.1990607,0.221847,1.4874511,0.2257006,0.2257006,1.3576344,1.8201607,0.252322,1.1880904,0.2586181,1.8086608,0.2627848,2.4836701,1.6510533,1.9723998,0.5165671,0.2941303,1.3598622,1.5825624,0.31677,2.0485161,0.3194433,1.8673807,1.5791859,1.2871035,1.2660462,0.3301902,0.3301902,1.8524197,1.5975938,0.3447263,1.9211855,1.9255666,1.5987374,0.5249951,1.3243211,1.4287148,0.3737933,1.4081302,1.1593,0.9675658,0.6246784,0.375472,1.5073262,0.3826682,1.5670443,2.0462665,0.9693436,1.8078908,1.4605295,1.5108219,1.6177802,0.8763512,1.4874014,1.7482531,1.6781422,0.4242901,0.4242901,1.7635633,0.5836498,0.4277626,2.4905823,2.8399603,0.4337356,0.4337356,0.4337356,0.4337356,3.0133027,2.4268131,0.4866768,1.3142169,1.5797007,0.4866768,0.4866768,1.2420342,2.1211429,3.0679608,0.4903545,1.2414924,0.492813,1.6793188,0.5058268,0.5058268,0.5058268,1.8093622,0.5077876,0.5077876,0.5077876,1.9117152,0.5097645,0.5097645,0.5097645,3.1151633,0.5264312,3.1054424,1.1620013,1.8244778,0.5309321,0.5309321,0.5309321,0.5309321,0.5309321,1.7114009,0.5324027,1.8839894,0.5338733,1.6640944,0.5355574,1.5367021,0.5355574,0.5355574,1.2604406,3.0340185,0.5400033,0.5400033,0.5400033,1.6258965,1.1698854,0.5430336,0.5430336,0.5430336,0.5430336,0.5430336,0.5430336,0.5430336,0.5430336,1.6519533,0.5430336,2.0030665,0.5451169,1.4777248,0.5465875,0.5465875,3.0544188,0.5482824,1.9660149,0.8662346,1.9872044,1.940641,0.5607664,2.3135501,1.8097827,0.5645769,0.5645769,3.1421626,1.4064009,2.3914815,1.9392417,1.8037917,0.5771223,1.6957639,0.6403798,1.5035293,0.6403798,2.0281744,0.6434101,0.8631577,3.1994281,0.6448807,0.6448807,1.7535035,2.0476484,0.6689375,3.1782485,2.3978921,1.6021085,0.6755495,0.9590918,0.6785798
hsa-mir-15a,1.2480219,1.4560758,1.0751861,1.5296919,0.8122263,1.123741,1.1928124,1.0840728,0.0811209,1.2792752,0.9722384,1.676541,0.1233633,1.4541843,0.8055554,1.4181098,1.0967873,1.2167771,0.1284908,1.0394855,1.1646763,0.9552301,0.1626352,1.1507099,0.1664888,0.1664888,1.0345703,1.4216306,0.1890221,0.936777,0.1953183,1.3986585,0.199485,1.9483869,1.2914114,1.5039032,0.4016238,0.2092173,1.0543187,1.2253489,0.2318569,1.5811922,0.2345303,1.4187224,1.2401287,1.0044457,0.9603889,0.2435002,0.2435002,1.4005816,1.2015106,0.2435002,1.4700322,1.4758588,1.1938573,0.3635812,0.9902215,1.0642798,0.2542267,1.0790814,0.8722119,0.725025,0.4596762,0.2559054,1.1574306,0.2631015,1.1979031,1.5671229,0.7336698,1.3398891,1.0949775,1.1624806,1.2116098,0.6513625,1.1033452,1.3197378,1.2750555,0.2929602,0.2929602,1.336308,0.4094286,0.2964327,1.9142438,2.2206811,0.3024058,0.3024058,0.3024058,0.3024058,2.3723181,1.8725147,0.3553469,1.0004813,1.1989799,0.3553469,0.3553469,0.9552347,1.6117694,2.4250894,0.3571378,0.9626386,0.3595963,1.2527896,0.3595963,0.3595963,0.3595963,1.3526194,0.3595963,0.3595963,0.3595963,1.4350216,0.3595963,0.3595963,0.3595963,2.4556941,0.376263,2.4476292,0.8699409,1.3741722,0.3792933,0.3792933,0.3792933,0.3792933,0.3792933,1.3048875,0.3807639,1.4346873,0.3822345,1.2540357,0.3822345,1.1469168,0.3822345,0.3822345,0.9672181,2.3752979,0.3866804,0.3866804,0.3866804,1.2183605,0.8769626,0.3866804,0.3866804,0.3866804,0.3866804,0.3866804,0.3866804,0.3866804,0.3866804,1.2397319,0.3866804,1.5335521,0.3887638,1.1020525,0.3887638,0.3887638,2.3988573,0.3904587,1.4727996,0.6579134,1.4857739,1.4733745,0.3982174,1.7375641,1.3526746,0.3982174,0.3982174,2.4682814,1.0548791,1.8110141,1.4719537,1.343377,0.405649,1.2087658,0.405649,1.0721719,0.405649,1.4911049,0.4086794,0.5897108,2.4592861,0.4101499,0.4101499,1.2635875,1.5084646,0.4318441,2.4307525,1.7773736,1.1524253,0.4354259,0.677921,0.4384562
hsa-mir-1297,0.5018598,0.6638661,0.3966993,0.6982794,0.2868201,0.4187097,0.4830273,0.3473433,0,0.4712004,0.3076299,0.7464951,0,0.5933943,0.2132577,0.5097564,0.3852081,0.4532589,0,0.309033,0.3383847,0.2533977,0,0.3608586,0,0,0.2851587,0.50418,0,0.2383911,0,0.4364487,0,0.882234,0.4016862,0.6064899,0.0799665,0.0216132,0.3147864,0.3828048,0.0216132,0.5576226,0.0216132,0.4903692,0.3745113,0.2679576,0.2864121,0.0216132,0.0216132,0.4476372,0.4006572,0.0216132,0.4957764,0.468078,0.3472476,0.099924,0.267657,0.2929533,0.0216132,0.2815665,0.2307489,0.1637187,0.0743397,0.0216132,0.3137856,0.0216132,0.3469992,0.5449641,0.2103801,0.4445277,0.3206409,0.3215895,0.3525036,0.1379238,0.2993631,0.3748272,0.3438393,0.0216132,0.0216132,0.3823593,0.1003065,0.0216132,0.7700613,1.1367562,0.0246451,0.0246451,0.0246451,0.0246451,1.3117294,0.6705154,0.0266059,0.2336869,0.3651616,0.0266059,0.0266059,0.2140579,0.5484961,1.3135202,0.0283967,0.2109131,0.0283967,0.3452102,0.0283967,0.0283967,0.0283967,0.4084775,0.0283967,0.0283967,0.0283967,0.4109588,0.0283967,0.0283967,0.0283967,1.3465219,0.0450634,1.3333891,0.1991902,0.412906,0.0480937,0.0480937,0.0480937,0.0480937,0.0480937,0.3515125,0.0480937,0.4138987,0.0480937,0.3508906,0.0480937,0.3251065,0.0480937,0.0480937,0.2204104,1.244228,0.0504563,0.0504563,0.0504563,0.3368615,0.1972454,0.0504563,0.0504563,0.0504563,0.0504563,0.0504563,0.0504563,0.0504563,0.0504563,0.3421715,0.0504563,0.4464284,0.0504563,0.2764526,0.0504563,0.0504563,1.2768874,0.0521512,0.4419637,0.1177387,0.457162,0.4241671,0.0521512,0.6597763,0.3785821,0.0521512,0.0521512,1.3420619,0.2677652,0.6437753,0.4291478,0.3768839,0.0545138,0.3319163,0.0545138,0.2680037,0.0545138,0.45575,0.0545138,0.1026656,1.3057361,0.0545138,0.0545138,0.3360041,0.423071,0.0545138,1.2528595,0.5903488,0.2843533,0.0562087,0.1176544,0.0562087
hsa-mir-4500,0.4579092,0.6077727,0.3606219,0.6448401,0.2565351,0.3726045,0.439839,0.3058983,0,0.4265694,0.2773179,0.6889266,0,0.5378382,0.189612,0.4597119,0.352098,0.4136202,0,0.2761272,0.2994867,0.2264994,0,0.3258234,0,0,0.2496195,0.4591692,0,0.2094894,0,0.3869073,0,0.8151192,0.3589911,0.4985325,0.0522099,0,0.2660661,0.321768,0,0.4829661,0,0.4214799,0.3169953,0.2201418,0.2365524,0,0,0.3795957,0.3405618,0,0.4288041,0.400302,0.2900367,0.0785421,0.2176407,0.2399049,0,0.2298051,0.1827063,0.1249056,0.0461592,0,0.2591757,0,0.2914605,0.4771656,0.1721493,0.3837267,0.2663874,0.2650581,0.2922498,0.1014867,0.2429703,0.3122883,0.2830662,0,0,0.3222765,0.0781506,0,0.6908652,1.0496122,0.0030319,0.0030319,0.0030319,0.0030319,1.2364195,0.5918863,0.0049927,0.1893226,0.3122851,0.0049927,0.0049927,0.1700293,0.4772821,1.2382103,0.0067835,0.1681652,0.0067835,0.2860427,0.0067835,0.0067835,0.0067835,0.3496259,0.0067835,0.0067835,0.0067835,0.344405,0.0067835,0.0067835,0.0067835,1.2656788,0.0234502,1.2559912,0.158479,0.354994,0.0264805,0.0264805,0.0264805,0.0264805,0.0264805,0.294073,0.0264805,0.3526243,0.0264805,0.2990194,0.0264805,0.2697748,0.0264805,0.0264805,0.1792429,1.140181,0.0264805,0.0264805,0.0264805,0.2798116,0.1553578,0.0264805,0.0264805,0.0264805,0.0264805,0.0264805,0.0264805,0.0264805,0.0264805,0.282364,0.0264805,0.3763132,0.0264805,0.2246416,0.0264805,0.0264805,1.2013146,0.0281754,0.3734172,0.0862785,0.3886371,0.3597129,0.0281754,0.581166,0.3150279,0.0281754,0.0281754,1.2585475,0.2169676,0.5595355,0.3627568,0.3137716,0.030538,0.2754118,0.030538,0.217009,0.030538,0.394039,0.030538,0.0734356,1.2360844,0.0320086,0.0320086,0.2795266,0.3559546,0.0320086,1.1518102,0.5157829,0.2317348,0.0320086,0.0871084,0.0320086
hsa-mir-17,1.7560269,2.0862508,1.5480627,2.146869,1.2262679,1.585164,1.7467171,1.5363927,0.1046295,1.8166964,1.4225221,2.3188451,0.1525685,2.0836291,1.1525504,2.0224463,1.5885534,1.7598441,0.1902135,1.506245,1.6838617,1.3465886,0.2243579,1.6468094,0.2282114,0.2282114,1.5230308,1.9920812,0.2548328,1.3401759,0.261129,1.9927268,0.2652956,2.6948037,1.8230548,2.158291,0.5012353,0.2948572,1.5003772,1.737003,0.3174969,2.224843,0.3201703,2.0434204,1.7469502,1.430295,1.3908471,0.3309171,0.3309171,2.0296402,1.7602523,0.3454532,2.0951606,2.1067706,1.7666349,0.5268687,1.4915285,1.596403,0.37792,1.5554271,1.2910011,1.1190027,0.7189806,0.4022535,1.6842204,0.4094496,1.7373766,2.2355268,1.115798,2.0002749,1.6658625,1.6782154,1.8174477,1.027469,1.6861553,1.9532386,1.8825589,0.469621,0.469621,1.9654878,0.6342969,0.4730934,2.7274737,3.1014262,0.4790665,0.4790665,0.4790665,0.4790665,3.2762356,2.6618847,0.5320077,1.5149122,1.7819056,0.5362561,0.5362561,1.4464428,2.342341,3.3371028,0.5418945,1.4225694,0.544353,1.8910228,0.5573668,0.5573668,0.5573668,2.0172214,0.5593276,0.5593276,0.5593276,2.129731,0.5613046,0.5613046,0.5613046,3.3842072,0.5779712,3.3746294,1.3422638,2.0268794,0.5855024,0.5855024,0.5855024,0.5855024,0.5855024,1.9248158,0.586973,2.102744,0.5884436,1.8634774,0.5901277,1.7365445,0.5920145,0.5920145,1.4452827,3.3069814,0.5964604,0.5964604,0.5964604,1.8471724,1.3336621,0.602521,0.602521,0.602521,0.602521,0.602521,0.602521,0.602521,0.602521,1.8802888,0.6055513,2.2310934,0.6076347,1.6912671,0.6091053,0.6091053,3.3220763,0.6108002,2.1965518,0.9928945,2.2232557,2.165948,0.6232841,2.5484476,2.0421503,0.6270947,0.6270947,3.4223274,1.6073287,2.6230156,2.1688633,2.0339002,0.63964,1.9054011,0.7028976,1.7251416,0.7051671,2.2614651,0.7081974,0.9953118,3.4836093,0.7126983,0.7126983,1.9903807,2.2874389,0.7367551,3.4630002,2.6486419,1.8030847,0.7433671,1.0655896,0.7463974
hsa-mir-18a,1.7161497,2.0405263,1.5095355,2.1030426,1.1810826,1.544017,1.7066051,1.5026689,0.1021186,1.7680966,1.3892528,2.2672554,0.1500576,2.03819,1.1272336,1.9783392,1.5586727,1.7158306,0.1877026,1.4717293,1.645962,1.3210746,0.221847,1.6055491,0.2257006,0.2257006,1.4840016,1.9488967,0.252322,1.3120231,0.2586181,1.9486603,0.2627848,2.6432275,1.7852874,2.114805,0.495255,0.2923464,1.473722,1.6985092,0.314986,2.1784958,0.3176594,2.000262,1.7070344,1.40102,1.3552712,0.3284063,0.3284063,1.9856385,1.7244217,0.3429424,2.0530425,2.0602803,1.7295541,0.5212375,1.4604436,1.5596994,0.3754092,1.5276776,1.2635395,1.0974127,0.7105666,0.3997426,1.6562792,0.4069388,1.7048256,2.1943582,1.0991544,1.9565944,1.6313098,1.6523135,1.7804029,1.0122852,1.6453575,1.9151264,1.8487865,0.4671101,0.4671101,1.9228775,0.6276569,0.4705826,2.6785211,3.0454428,0.4765557,0.4765557,0.4765557,0.4765557,3.2179859,2.6136835,0.5294968,1.486781,1.7292266,0.5320295,0.5320295,1.4194049,2.2977513,3.2771374,0.5376679,1.3980731,0.5401265,1.8514335,0.5531403,0.5531403,0.5531403,1.9813031,0.555101,0.555101,0.555101,2.0871455,0.557078,0.557078,0.557078,3.3242644,0.5737447,3.3146578,1.3068568,1.9854937,0.5782456,0.5782456,0.5782456,0.5782456,0.5782456,1.8831115,0.5797162,2.0563237,0.5811868,1.8296535,0.5828709,1.6965186,0.5847576,0.5847576,1.4173097,3.2445519,0.5892036,0.5892036,0.5892036,1.80348,1.3096212,0.5952642,0.5952642,0.5952642,0.5952642,0.5952642,0.5952642,0.5952642,0.5952642,1.8403134,0.5982945,2.1855676,0.6003778,1.6503169,0.6018484,0.6018484,3.2586954,0.6035433,2.1505445,0.9781883,2.1782654,2.118886,0.6160273,2.4953897,1.9943088,0.6198378,0.6198378,3.3593236,1.5753462,2.5740636,2.1269267,1.9870713,0.6323832,1.7935389,0.6323832,1.6263456,0.6346527,2.1555699,0.637683,0.9200544,3.3572796,0.6421839,0.6421839,1.8855061,2.1798319,0.6662407,3.3365679,2.537623,1.7089381,0.6728527,0.9918001,0.675883
hsa-mir-19a,1.6555887,1.9901479,1.4531613,2.0534805,1.1390301,1.4980297,1.6624691,1.4570677,0.1021186,1.7168641,1.3506428,2.2086033,0.1500576,1.9843493,1.0989214,1.9288536,1.5168335,1.6597246,0.1877026,1.4316577,1.6000953,1.2858963,0.221847,1.5577474,0.2257006,0.2257006,1.4377938,1.8979288,0.252322,1.27453,0.2586181,1.89748,0.2627848,2.5709269,1.7356299,2.058132,0.4898343,0.2923464,1.4394806,1.6609045,0.314986,2.12615,0.3176594,1.9513794,1.6581653,1.3636466,1.3139234,0.3284063,0.3284063,1.9387161,1.6811371,0.3429424,2.0048745,2.0104743,1.6861075,0.5223319,1.4215483,1.5182328,0.3754092,1.4934659,1.2165377,1.0410881,0.6839879,0.3801182,1.5968208,0.3873144,1.6491282,2.1295331,1.0290527,1.89081,1.562568,1.5998599,1.7155527,0.9757175,1.5709559,1.844152,1.7815588,0.4417009,0.4417009,1.8592381,0.6019003,0.4451734,2.595411,2.9466925,0.4511464,0.4511464,0.4511464,0.4511464,3.1201168,2.5306986,0.5040876,1.4243602,1.6617577,0.5066203,0.5066203,1.358164,2.2245278,3.1792683,0.5122587,1.3475233,0.5147173,1.7881009,0.527731,0.527731,0.527731,1.9168753,0.5296918,0.5296918,0.5296918,2.0144467,0.5316688,0.5316688,0.5316688,3.2264196,0.5483355,3.2167734,1.2662538,1.9225544,0.5558666,0.5558666,0.5558666,0.5558666,0.5558666,1.8145499,0.5573372,1.9845473,0.5588078,1.7724895,0.5604919,1.6220671,0.5604919,0.5604919,1.3562745,3.1474618,0.5649379,0.5649379,0.5649379,1.7390266,1.2663916,0.5709985,0.5709985,0.5709985,0.5709985,0.5709985,0.5709985,0.5709985,0.5709985,1.776004,0.5740288,2.1170588,0.5761121,1.5916397,0.5775827,0.5775827,3.1739686,0.5792776,2.0784195,0.9465075,2.1059325,2.0509027,0.5917615,2.4255129,1.925053,0.5955721,0.5955721,3.2625836,1.523824,2.5029708,2.0562462,1.9177101,0.6081174,1.7268111,0.6081174,1.5582528,0.6081174,2.0803005,0.6111477,0.8874954,3.2597748,0.6156486,0.6156486,1.8158815,2.1034933,0.6397054,3.2373172,2.4570643,1.6503412,0.6463174,0.9612239,0.6493478
